dataset,train_size_label,train_size,seed,split,model,metric,accuracy,balanced_accuracy,macro_f1,fit_seconds,predict_seconds,total_seconds,device,test_size,n_samples_total,n_features_raw,n_numeric_features,n_categorical_features,n_features_after_preprocessing,random_state,test_size_ratio,data_cache,input_representation,notes
bank_marketing,8192,8192,45,bank_marketing_fixed_test_seed45_train8192,XGBoost,accuracy,0.8982,0.6955,0.7204,0.3114,0.0902,0.4016,cpu,9043,45211,16,7,9,51,45,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=8192 and the fixed Phase 4 baseline settings.
bank_marketing,8192,8192,45,bank_marketing_fixed_test_seed45_train8192,TabPFN v2,accuracy,0.9099,0.7296,0.7559,0.347,9.3872,9.7342,cuda,9043,45211,16,7,9,16,45,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=8192; trained within TabPFN support range.
bank_marketing,8192,8192,45,bank_marketing_fixed_test_seed45_train8192,TabICL,accuracy,0.9045,0.7229,0.745,0.4301,3.7577,4.1879,cuda,9043,45211,16,7,9,16,45,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=8192; uses the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,8192,8192,46,bank_marketing_fixed_test_seed46_train8192,LightGBM,accuracy,0.9019,0.6931,0.7232,0.2158,0.0905,0.3064,cpu,9043,45211,16,7,9,51,46,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=8192 and the fixed Phase 4 baseline settings.
bank_marketing,8192,8192,46,bank_marketing_fixed_test_seed46_train8192,XGBoost,accuracy,0.903,0.6864,0.7199,0.244,0.0477,0.2916,cpu,9043,45211,16,7,9,51,46,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=8192 and the fixed Phase 4 baseline settings.
bank_marketing,8192,8192,46,bank_marketing_fixed_test_seed46_train8192,TabPFN v2,accuracy,0.9083,0.7091,0.7416,0.3046,9.4841,9.7887,cuda,9043,45211,16,7,9,16,46,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=8192; trained within TabPFN support range.
bank_marketing,8192,8192,46,bank_marketing_fixed_test_seed46_train8192,TabICL,accuracy,0.9085,0.7268,0.7526,0.4442,3.6075,4.0517,cuda,9043,45211,16,7,9,16,46,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=8192; uses the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,10000,10000,42,bank_marketing_fixed_test_seed42_train10000,LightGBM,accuracy,0.9043,0.7048,0.7338,0.2183,0.0815,0.2999,cpu,9043,45211,16,7,9,51,42,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,42,bank_marketing_fixed_test_seed42_train10000,XGBoost,accuracy,0.9047,0.6964,0.7287,0.2892,0.0473,0.3365,cpu,9043,45211,16,7,9,51,42,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,42,bank_marketing_fixed_test_seed42_train10000,TabPFN v2,accuracy,0.9114,0.7268,0.7564,0.3575,11.8196,12.177,cuda,9043,45211,16,7,9,16,42,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; trained within TabPFN support range.
bank_marketing,10000,10000,42,bank_marketing_fixed_test_seed42_train10000,TabICL,accuracy,0.9106,0.7522,0.769,0.4461,4.2322,4.6784,cuda,9043,45211,16,7,9,16,42,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; uses the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,10000,10000,43,bank_marketing_fixed_test_seed43_train10000,LightGBM,accuracy,0.9053,0.7086,0.7375,0.2863,0.0992,0.3854,cpu,9043,45211,16,7,9,51,43,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,43,bank_marketing_fixed_test_seed43_train10000,XGBoost,accuracy,0.9036,0.7035,0.7321,0.359,0.0564,0.4154,cpu,9043,45211,16,7,9,51,43,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,43,bank_marketing_fixed_test_seed43_train10000,TabPFN v2,accuracy,0.9097,0.7246,0.7527,0.4865,12.0821,12.5686,cuda,9043,45211,16,7,9,16,43,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; trained within TabPFN support range.
bank_marketing,10000,10000,43,bank_marketing_fixed_test_seed43_train10000,TabICL,accuracy,0.9093,0.7322,0.7566,0.4947,7.0307,7.5254,cuda,9043,45211,16,7,9,16,43,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; uses the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,10000,10000,44,bank_marketing_fixed_test_seed44_train10000,LightGBM,accuracy,0.9063,0.7067,0.7376,0.2194,0.0889,0.3083,cpu,9043,45211,16,7,9,51,44,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,44,bank_marketing_fixed_test_seed44_train10000,XGBoost,accuracy,0.9061,0.7,0.7329,0.2901,0.0482,0.3384,cpu,9043,45211,16,7,9,51,44,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,44,bank_marketing_fixed_test_seed44_train10000,TabPFN v2,accuracy,0.9079,0.7027,0.7369,0.3965,12.1885,12.585,cuda,9043,45211,16,7,9,16,44,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; trained within TabPFN support range.
bank_marketing,10000,10000,44,bank_marketing_fixed_test_seed44_train10000,TabICL,accuracy,0.9116,0.7405,0.7643,0.4922,4.3564,4.8486,cuda,9043,45211,16,7,9,16,44,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; uses the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,10000,10000,45,bank_marketing_fixed_test_seed45_train10000,LightGBM,accuracy,0.9036,0.7158,0.7397,0.2227,0.0814,0.3041,cpu,9043,45211,16,7,9,51,45,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,45,bank_marketing_fixed_test_seed45_train10000,XGBoost,accuracy,0.9038,0.7106,0.7368,0.2832,0.045,0.3283,cpu,9043,45211,16,7,9,51,45,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,45,bank_marketing_fixed_test_seed45_train10000,TabPFN v2,accuracy,0.9088,0.7286,0.7539,0.3834,11.8562,12.2396,cuda,9043,45211,16,7,9,16,45,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; trained within TabPFN support range.
bank_marketing,10000,10000,45,bank_marketing_fixed_test_seed45_train10000,TabICL,accuracy,0.9062,0.7399,0.7567,0.4668,4.2979,4.7647,cuda,9043,45211,16,7,9,16,45,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; uses the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,10000,10000,46,bank_marketing_fixed_test_seed46_train10000,LightGBM,accuracy,0.9026,0.7103,0.7351,0.2318,0.1025,0.3343,cpu,9043,45211,16,7,9,51,46,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,46,bank_marketing_fixed_test_seed46_train10000,XGBoost,accuracy,0.9017,0.6992,0.727,0.4013,0.0663,0.4676,cpu,9043,45211,16,7,9,51,46,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability train-size row with train_size=10000 and the fixed Phase 4 baseline settings.
bank_marketing,10000,10000,46,bank_marketing_fixed_test_seed46_train10000,TabPFN v2,accuracy,0.9089,0.725,0.7519,0.5237,12.0045,12.5282,cuda,9043,45211,16,7,9,16,46,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; trained within TabPFN support range.
bank_marketing,10000,10000,46,bank_marketing_fixed_test_seed46_train10000,TabICL,accuracy,0.9088,0.7335,0.7566,0.4541,4.2693,4.7234,cuda,9043,45211,16,7,9,16,46,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability train-size row; seed-specific stratified train subset with train_size=10000; uses the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,full,36168,42,bank_marketing_fixed_test_seed42_full_train,LightGBM,accuracy,0.91,0.7272,0.7547,0.6274,0.0804,0.7078,cpu,9043,45211,16,7,9,51,42,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,42,bank_marketing_fixed_test_seed42_full_train,XGBoost,accuracy,0.9088,0.7151,0.7459,0.7823,0.0438,0.8261,cpu,9043,45211,16,7,9,51,42,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,42,bank_marketing_fixed_test_seed42_full_train,TabPFN v2,accuracy,0.9128,0.7214,0.755,1.2983,74.3565,75.6549,cuda,9043,45211,16,7,9,16,42,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,"Phase 5 scalability full-train row; used ignore_pretraining_limits=True because train size exceeds the official 10,000-sample support, so this is a constrained result."
bank_marketing,full,36168,42,bank_marketing_fixed_test_seed42_full_train,TabICL,accuracy,0.9132,0.7602,0.7765,0.7081,22.6277,23.3358,cuda,9043,45211,16,7,9,16,42,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability full-train row; uses TabICLClassifier with the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,full,36168,43,bank_marketing_fixed_test_seed43_full_train,LightGBM,accuracy,0.9059,0.7179,0.7439,0.6503,0.0824,0.7327,cpu,9043,45211,16,7,9,51,43,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,43,bank_marketing_fixed_test_seed43_full_train,XGBoost,accuracy,0.9087,0.7166,0.7467,0.8551,0.0462,0.9013,cpu,9043,45211,16,7,9,51,43,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,43,bank_marketing_fixed_test_seed43_full_train,TabPFN v2,accuracy,0.9114,0.7231,0.7542,1.8126,77.859,79.6716,cuda,9043,45211,16,7,9,16,43,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,"Phase 5 scalability full-train row; used ignore_pretraining_limits=True because train size exceeds the official 10,000-sample support, so this is a constrained result."
bank_marketing,full,36168,43,bank_marketing_fixed_test_seed43_full_train,TabICL,accuracy,0.913,0.7527,0.7725,0.7678,23.2421,24.0099,cuda,9043,45211,16,7,9,16,43,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability full-train row; uses TabICLClassifier with the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,full,36168,44,bank_marketing_fixed_test_seed44_full_train,LightGBM,accuracy,0.9085,0.7244,0.7511,0.638,0.0815,0.7195,cpu,9043,45211,16,7,9,51,44,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,44,bank_marketing_fixed_test_seed44_full_train,XGBoost,accuracy,0.9097,0.7201,0.7501,0.8385,0.0482,0.8867,cpu,9043,45211,16,7,9,51,44,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,44,bank_marketing_fixed_test_seed44_full_train,TabPFN v2,accuracy,0.9123,0.7167,0.7516,1.3502,79.1511,80.5013,cuda,9043,45211,16,7,9,16,44,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,"Phase 5 scalability full-train row; used ignore_pretraining_limits=True because train size exceeds the official 10,000-sample support, so this is a constrained result."
bank_marketing,full,36168,44,bank_marketing_fixed_test_seed44_full_train,TabICL,accuracy,0.9135,0.7571,0.7755,0.72,19.3364,20.0564,cuda,9043,45211,16,7,9,16,44,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability full-train row; uses TabICLClassifier with the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,full,36168,45,bank_marketing_fixed_test_seed45_full_train,LightGBM,accuracy,0.9088,0.7311,0.7552,0.6476,0.0843,0.7319,cpu,9043,45211,16,7,9,51,45,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,45,bank_marketing_fixed_test_seed45_full_train,XGBoost,accuracy,0.9053,0.7131,0.7403,0.8359,0.0516,0.8875,cpu,9043,45211,16,7,9,51,45,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,45,bank_marketing_fixed_test_seed45_full_train,TabPFN v2,accuracy,0.9103,0.7217,0.7519,1.3654,79.959,81.3244,cuda,9043,45211,16,7,9,16,45,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,"Phase 5 scalability full-train row; used ignore_pretraining_limits=True because train size exceeds the official 10,000-sample support, so this is a constrained result."
bank_marketing,full,36168,45,bank_marketing_fixed_test_seed45_full_train,TabICL,accuracy,0.9104,0.7607,0.7729,0.6829,19.4318,20.1147,cuda,9043,45211,16,7,9,16,45,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability full-train row; uses TabICLClassifier with the official tabicl-classifier-v2-20260212.ckpt checkpoint.
bank_marketing,full,36168,46,bank_marketing_fixed_test_seed46_full_train,LightGBM,accuracy,0.9082,0.7361,0.7573,0.6356,0.0822,0.7178,cpu,9043,45211,16,7,9,51,46,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,46,bank_marketing_fixed_test_seed46_full_train,XGBoost,accuracy,0.9089,0.727,0.7531,0.8756,0.0472,0.9229,cpu,9043,45211,16,7,9,51,46,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + one-hot categorical,Phase 5 scalability full-train row with the fixed Phase 4 baseline settings.
bank_marketing,full,36168,46,bank_marketing_fixed_test_seed46_full_train,TabPFN v2,accuracy,0.908,0.7216,0.7488,1.3587,79.0334,80.392,cuda,9043,45211,16,7,9,16,46,0.2,data/raw/bank_marketing_openml.csv,median-impute numeric + ordinal categorical,"Phase 5 scalability full-train row; used ignore_pretraining_limits=True because train size exceeds the official 10,000-sample support, so this is a constrained result."
bank_marketing,full,36168,46,bank_marketing_fixed_test_seed46_full_train,TabICL,accuracy,0.9093,0.7687,0.7752,0.7015,19.3003,20.0019,cuda,9043,45211,16,7,9,16,46,0.2,data/raw/bank_marketing_openml.csv,TabICL TransformToNumerical (ordinal categorical + default numeric imputation),Phase 5 scalability full-train row; uses TabICLClassifier with the official tabicl-classifier-v2-20260212.ckpt checkpoint.
